title,ontology/activeYearsStartYear,ontology/predecessor_label,ontology/parent_label,ontology/deathPlace_label,ontology/successor_label,ontology/title,ontology/activeYearsEndYear,ontology/birthPlace_label,http://purl.org/dc/elements/1.1/description,ontology/deathYear,ontology/spouse_label,ontology/birthYear,ontology/restingPlace_label,ontology/alias,http://www.w3.org/2002/07/owl#differentFrom_label,ontology/deathDate,ontology/birthDate,http://www.w3.org/2000/01/rdf-schema#seeAlso_label,ontology/occupation_label,http://www.w3.org/2003/01/geo/wgs84_pos#long,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.georss.org/georss/point,ontology/viafId,ontology/birthName,ontology/royalAnthem_label,ontology/royalAnthem,ontology/soundRecording,ontology/soundRecording_label,ontology/nationality_label,ontology/nationality,ontology/imdbId,ontology/country_label,ontology/personFunction_label,ontology/education_label,ontology/personFunction,ontology/education,ontology/knownFor_label,ontology/knownFor,ontology/almaMater,ontology/almaMater_label,ontology/residence,ontology/residence_label,ontology/networth,ontology/board,ontology/board_label,ontology/stateOfOrigin,ontology/stateOfOrigin_label,ontology/relative_label,ontology/relative
Anna_Maria_Luisa_de'_Medici,1691,,"[""Cosimo III de' Medici Grand Duke of Tuscany"",""Marguerite Louise d'Orléans""]","[""Florence"",""Grand Duchy of Tuscany"",""Palazzo Pitti""]",,,1716,"[""Florence"",""Grand Duchy of Tuscany"",""Palazzo Pitti""]",,,Johann Wilhelm Elector Palatine,,"[""Florence"",""Basilica of San Lorenzo Florence""]",,,1743-02-18,1667-08-11,,,11.253659,43.774991,43.774991 11.253659,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Maria_of_Brandenburg,,,"[""John George Elector of Brandenburg"",""Sabina of Brandenburg-Ansbach""]",Wolin (town),,Duchess consort of Pomerania,,Rheinberg,Duchess of Pomerania,1618,Barnim X Duke of Pomerania,1567,,Anna Maria von Brandenburg (German),,"[""1610-11-14"",""1618-11-14""]",1567-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Maria_of_Hungary,1221,,"[""Andrew II of Hungary"",""Gertrude of Merania""]","[""Bulgaria"",""Veliko Tarnovo""]",,,1237,Hungary,Daughter:King Andrew II of Hungary/Gertrude of Merania,1237,Ivan Asen II of Bulgaria,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Maria_of_Liechtenstein,1732,,Anton Florian Prince of Liechtenstein,"[""Vienna"",""Habsburg Monarchy""]",,Princess consort of Liechtenstein,1732,"[""Vienna"",""Habsburg Monarchy""]",Princess of Liechtenstein,1753,Joseph Wenzel I Prince of Liechtenstein,1699,Vienna,,,1753-01-20,1699-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Maria_of_Mecklenburg-Schwerin,1657,,"[""Anna Maria of Ostfriesland"",""Adolf Frederick I Duke of Mecklenburg""]",Halle (Saale),,,1669,Schwerin,,,Augustus Duke of Saxe-Weissenfels,,,,,1669-12-11,1627-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Pavlovna_of_Russia,1840,,"[""Paul I of Russia"",""Maria Feodorovna (Sophie Dorothea of Württemberg)""]","[""Netherlands"",""The Hague""]",,,1849,"[""Russian Empire"",""Saint Petersburg""]",,,William II of the Netherlands,,"[""Delft"",""Nieuwe Kerk (Delft)""]",,,1865-03-01,1795-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Porphyrogenita,0989,,"[""List of Byzantine emperors"",""Theophano (10th century)""]",,,Grand Princess of Kievan Rus,1011,,,,Vladimir the Great,,,,,,0963-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Sforza,1491,,"[""Galeazzo Maria Sforza"",""Bona of Savoy"",""List of rulers of Milan""]",Ferrara,,,1497,Milan,Italian noble,1497,Alfonso I d'Este Duke of Ferrara,1476,,,,"[""1497-11-30"",""1497-12-02""]",1476-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anna_Sophia_II,_Abbess_of_Quedlinburg",1681,Anna Sophia I Abbess of Quedlinburg,"[""George II Landgrave of Hesse-Darmstadt"",""Sophia Eleonore of Saxony""]",Quedlinburg Abbey,Anna Dorothea Abbess of Quedlinburg,,1683,"[""Marburg"",""Landgraviate of Hesse-Darmstadt""]",Abbesses of Quedlinburg,1683,,1638,,Abbess Of Quedlinburgii,,1683-12-13,1638-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Sophie_Charlotte_of_Brandenburg-Schwedt,1729,,Margrave Albert Frederick of Brandenburg-Schwedt,Sangerhausen,,,1741,Berlin,,,Wilhelm Heinrich Duke of Saxe-Eisenach,,,,,1751-01-03,1706-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Sophie_of_Saxe-Gotha-Altenburg,,,"[""Magdalena Sibylle of Saxe-Weissenfels"",""Frederick I Duke of Saxe-Gotha-Altenburg""]",,,Princess of Schwarzburg-Rudolstadt,,,,,Louis Frederick I Prince of Schwarzburg-Rudolstadt,,,,,1728-12-28,1670-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Vasa_of_Sweden,,,"[""John III of Sweden"",""Catherine Jagiellon""]","[""Polish–Lithuanian Commonwealth"",""Brodnica""]",,,,"[""Eskilstuna"",""Sweden""]",,,,,"[""Toruń"",""Polish–Lithuanian Commonwealth""]",,,1625-02-26,1568-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_Vasilchikova,1575,,,,,,1576,,,,Ivan the Terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_d'Este,,,"[""Renée of France"",""Ercole II d'Este Duke of Ferrara""]",Paris,,"[""Duchess consort of Nemours"",""prevDuchess consort of Guise""]",,"[""Italy"",""Ferrara""]",,,"[""Francis Duke of Guise"",""Jacques Duke of Nemours""]",,,,,1607-05-17,1531-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anna_de'_Medici,_Archduchess_of_Austria",,,"[""Cosimo II de' Medici Grand Duke of Tuscany"",""Archduchess Maria Maddalena of Austria""]","[""Vienna"",""Austria""]",,"[""Archduchess of Further Austria"",""Countess ofTyrol""]",,"[""Florence"",""Grand Duchy of Tuscany"",""Palazzo Pitti""]",Archduchess of Austria,1676,Ferdinand Charles Archduke of Austria,1616,,,,1676-09-11,1616-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anna_of_Austria,_Queen_of_Spain",1570,,"[""Maximilian II Holy Roman Emperor"",""Maria of Austria Holy Roman Empress""]","[""Spain"",""Badajoz""]",,,1580,"[""Spain"",""Cigales""]",Queen of Spain,1580,Philip II of Spain,1549,El Escorial,,,1580-10-26,1549-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_Brandenburg,1502,,"[""John Cicero Elector of Brandenburg"",""Margaret of Thuringia""]",Kiel,,,1514,Berlin,,,Frederick I of Denmark,,,,,1514-05-03,1487-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_Cilli,1402,,"[""William_Count_of_Celje"",""Anna of Poland Countess of Celje""]","[""Kraków"",""Poland""]",,,1416,,,,,,Wawel Cathedral,,,1416-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_East_Anglia,0636,Ecgric of East Anglia,Eni of East Anglia,Battle_of_Bulcamp,Æthelhere of East Anglia,,0636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anna_of_Hungary,_Duchess_of_Macsó",,,"[""Béla IV of Hungary"",""Maria Laskarina""]",,,,,,Hungarian princess,,Rostislav Mikhailovich,1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_Mecklenburg-Schwerin,,,"[""Magnus II Duke of Mecklenburg"",""Sophie of Pomerania Duchess of Mecklenburg""]",Rödelheim,,,,Plau am See,Mecklenburgian royal,1525,William II Landgrave of Hesse,1485,,,,1525-05-12,1485-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_Russia,1730,Peter II of Russia,"[""Ivan V of Russia"",""Praskovia Saltykova""]",Saint Petersburg,Ivan VI of Russia,,,Moscow,,,Frederick William Duke of Courland,,,,,1740-10-28,1693-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_Savoy,1326,,"[""Amadeus V Count of Savoy"",""Marie of Brabant Countess of Savoy""]",Thessaloniki,,,1326,,Byzantine Empressconsort as the second wife ofAndronikos III Palaiologos,,Andronikos III Palaiologos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_Saxony,1561,,"[""Maurice Elector of Saxony"",""Agnes of Hesse""]","[""Dresden"",""Electorate of Saxony""]",,,1571,"[""Dresden"",""Electorate of Saxony""]",,,William the Silent,,,,,1577-12-18,1544-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anna_of_Saxony,_Electress_of_Brandenburg",,,"[""Frederick II Elector of Saxony"",""Margaret of Austria Electress of Saxony""]",Neustadt an der Aisch,,,,Meissen,Princess of Saxony by birth by marriage Electress of Brandenburg,1512,,1437,,Anna von Sachsen (German),,1512-10-31,1437-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anna_of_Saxony,_Landgravine_of_Hesse",,,"[""Frederick I Elector of Saxony"",""Catherine of Brunswick-Lüneburg""]",Spangenberg,,,,,German royalty,1462,Louis I Landgrave of Hesse,1420,,,,1462-09-17,1420-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_Saxony_(1567–1613),1586,,"[""Augustus Elector of Saxony"",""Anne of Denmark Electress of Saxony""]",Veste Coburg,,,1593,Dresden,,,John Casimir Duke of Saxe-Coburg,,,,,1613-01-27,1567-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anna_of_Trebizond,_Queen_of_Georgia",1367,,"[""Alexios III of Trebizond"",""Theodora Kantakouzene""]",,,,1393,Empire of Trebizond,Queen consort of Georgia,,Bagrat V of Georgia,1357,,,,,1357-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_Tyrol,1608,,"[""Ferdinand II Archduke of Austria"",""Anna Juliana Gonzaga""]","[""Vienna"",""Austria""]",,Holy Roman Empress; Queen consort of the Romans Hungary and Bohemia; Archduchess consort of Austria,1618,"[""Innsbruck"",""Austria""]",Holy Roman Empress,1618,Matthias Holy Roman Emperor,1585,Imperial Crypt,,,1618-12-14,1585-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_of_Wallachia,1356,,"[""Nicholas Alexander of Wallachia"",""Clara Dobokai""]",,,,1356,Wallachia,Empress consort of Bulgaria,,Ivan Sratsimir of Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anna_of_Wallachia,_Empress_of_Serbia",1360,,"[""Nicholas Alexander of Wallachia"",""Clara Dobokai""]",,,,1371,,,,Stefan Uroš V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_van_Egmont,1551,,Maximiliaan van Egmond,"[""Breda"",""Duchy of Brabant""]",,,1558,"[""Grave Netherlands"",""Duchy of Brabant""]",First wife ofWilliam the Silent,1558,William the Silent,1533,,Anna of Egmond,,1558-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna_von_Schweidnitz,1353,,"[""Henry II Duke of Świdnica"",""Catherine of Hungary Duchess of Świdnica""]","[""Bohemia"",""Prague""]",,Holy Roman Empress; Queen consort of Germany and Bohemia,1362,Świdnica,,,Charles IV Holy Roman Emperor,,,,,1362-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne,_Duchess_of_Cumberland_and_Strathearn",,,Simon Luttrell 1st Earl of Carhampton,,,Duchess of Cumberland and Strathearn,,"[""London"",""Marylebone""]",British princess,1808,Prince Henry Duke of Cumberland and Strathearn,1743,,,,1808-12-28,1743-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne,_Princess_Royal",,,"[""Prince Philip Duke of Edinburgh"",""Elizabeth II""]",,,Princess Royal([[#Titles styles honours and arms,,"[""London"",""Clarence House""]",,,"[""Mark Phillips"",""Timothy Laurence""]",,,,,,1950-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne,_Princess_Royal_and_Princess_of_Orange",1734,,"[""George II of Great Britain"",""Caroline of Ansbach""]",The Hague,,Princess Royal,1751,"[""Hanover"",""Herrenhausen""]",,,William IV Prince of Orange,,Nieuwe Kerk (Delft),,,1759-01-12,1709-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne,_Queen_of_Great_Britain",1702,William III of England,"[""Anne Hyde"",""James II of England""]","[""Kensington Palace"",""Middlesex""]",,,1707,"[""Westminster"",""St James's Palace""]",,,Prince George of Denmark,,Westminster Abbey,,,1714-08-01,1665-02-06,List of things named after Queen Anne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne-Marie_von_Schutzbar_genannt_Milchling,,,,"[""Germany"",""Rastede""]",,Hereditary Grand Duchess of Oldenburg,,"[""Kingdom of Prussia"",""Hann. Münden""]",German duchess,1991,Nikolaus Hereditary Grand Duke of Oldenburg,1903,,,,1991-01-01,1903-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Boleyn,1533,,"[""Thomas Boleyn 1st Earl of Wiltshire"",""Elizabeth Boleyn Countess of Wiltshire""]","[""London"",""Tower of London""]",,,1536,"[""Kent"",""Hever Castle"",""Blickling Hall""]",,,Henry VIII of England,,,,,1536-05-19,,Cultural depictions of Anne Boleyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Catherine_of_Brandenburg,1597,,"[""Joachim III Frederick Elector of Brandenburg"",""Catherine of Brandenburg-Küstrin""]","[""Copenhagen"",""Denmark""]",,,1612,Halle (Saale),,,Christian IV of Denmark,,,,,1612-04-08,1575-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne_Christine_of_Sulzbach,_Princess_of_Piedmont",1722,,"[""Theodore Eustace Count Palatine of Sulzbach"",""Landgravine Maria Eleonore of Hesse-Rotenburg""]",Royal Palace of Turin,,,1722,Sulzbach-Rosenberg,Countess palatine by birth and by marriage Princess of Piedmont,1723,Charles Emmanuel III of Sardinia,1704,Basilica of Superga,Anna Christine Luise von Pfalz-Sulzbach (German),,1723-03-12,1704-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Dorte_of_Rosenborg,,,,"[""Copenhagen"",""Denmark""]",,,,"[""Denmark"",""Frederikssund""]",Danish countess,2014,Count Christian of Rosenborg,1947,,,,2014-01-02,1947-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Geneviève_de_Bourbon,,,"[""Henri Prince of Condé (1588–1646)"",""Charlotte Marguerite de Montmorency""]","[""Château de Vincennes"",""France""]",,Duchess of Longueville,,,,,Henri II d'Orléans Duke of Longueville,,"[""Paris"",""France""]",,,1679-04-05,1619-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Geneviève_de_Lévis,,,"[""Madame de Ventadour"",""Louis Charles de Lévis""]","[""Paris"",""France""]",,"[""Princess of Soubise"",""Duchess of Rohan-Rohan"",""Princess of Turenne""]",,,French noblewoman,1727,"[""Hercule Mériadec Duke of Rohan-Rohan"",""Louis_Charles_de_La_Tour_d'Auvergne""]",1673,Paris,,,1727-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Gonzaga,,,"[""Charles Gonzaga Duke of Mantua and Montferrat"",""Catherine_de_Lorraine-Guise-Mayenne""]","[""Paris"",""France""]",,Countess Palatine of Simmern,,"[""Paris"",""France""]",French noble,1684,Edward Count Palatine of Simmern,1616,,,,1684-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Henriette_of_Bavaria,,,"[""Edward Count Palatine of Simmern"",""Anne Gonzaga""]","[""Paris"",""France"",""Petit Luxembourg""]",,Princess of Condé,,"[""Paris"",""France""]",Duchess of Guise,1723,Henri Jules Prince of Condé,1648,"[""Paris"",""France""]",,,1723-02-23,1648-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Hyde,,,"[""Edward Hyde 1st Earl of Clarendon"",""Frances Hyde Countess of Clarendon""]","[""London"",""Kingdom of England""]",,Duchess of YorkandAlbany,,"[""Windsor Berkshire"",""Kingdom of England""]",,,James II of England,,Westminster Abbey,,,1671-03-31,1637-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Julie_de_Melun,,,"[""Élisabeth Thérèse de Lorraine"",""Louis_Prince_of_Epinoy""]","[""Paris"",""Hôtel de Soubise"",""France""]",,Princess of Soubise,,France,French noble,1724,Jules Prince of Soubise,1698,,,,1724-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne_Marie_Louise_d'Orléans,_Duchess_of_Montpensier",1627,Marie de Bourbon Duchess of Montpensier,"[""Gaston Duke of Orléans"",""Marie de Bourbon Duchess of Montpensier""]",Luxembourg Palace,Philippe I Duke of Orléans,La Grande Mademoiselle,1627,Louvre Palace,,,,,"[""Basilica of St Denis"",""Saint-Denis Seine-Saint-Denis""]",,,1693-04-05,1627-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Marie_Louise_de_La_Tour_d'Auvergne,,,"[""Emmanuel Théodose de La Tour d'Auvergne (1668–1730)"",""Duchess of Bouillon""]","[""Paris"",""Hôtel de Soubise"",""France""]",,Princess of Soubise,,"[""Paris"",""France"",""Hôtel de Chimay""]",French princess,1739,Charles Prince of Soubise,1722,Paris,,,1739-09-19,1722-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Marie_Martinozzi,,,Laura Margherita Mazzarini,"[""Paris"",""France"",""Hôtel de Conti""]",,Princess of Conti,,"[""Italy"",""Rome""]",,,Armand de Bourbon Prince of Conti,,,,,1672-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Marie_d'Orléans,,,"[""Philippe I Duke of Orléans"",""Henrietta of England""]","[""Piedmont"",""Villa della Regina""]",,"[""Duchess consort of Savoy"",""Queen consort of Sardinia"",""Queen consort of Sicily""]",,"[""France"",""Château de Saint-Cloud""]",Queen consort of Sardinia,1728,Victor Amadeus II of Sardinia,1669,,,,1728-08-26,1669-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Marie_de_Bourbon,,,"[""Henri Jules Prince of Condé"",""Anne Henriette of Bavaria""]","[""Asnières-sur-Seine"",""France""]",,,,"[""Paris"",""France"",""Hôtel de Condé""]",French princess,1700,,1675,"[""Paris"",""France""]",,,1700-10-23,1675-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Neville,1483,,"[""Anne Beauchamp 16th Countess of Warwick"",""Richard Neville 16th Earl of Warwick""]",Westminster,,,1483,"[""Warwick Castle"",""Warwickshire""]",,,"[""Richard III of England"",""Edward of Westminster Prince of Wales""]",,Westminster Abbey,,,1485-03-16,1456-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_Sophie_Reventlow,1721,,Conrad von Reventlow,,,,1730,Clausholm Castle,,,"[""Frederick IV of Denmark"",""List of Norwegian consorts""]",,,,,1743-01-07,1693-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_de_La_Grange-Trianon,,,,"[""Paris"",""France""]",,Countess of Frontenac,,,French courtier,1707,Louis de Buade de Frontenac,1632,,,,1707-01-20,1632-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne_de_Montafié,_Countess_of_Clermont-en-Beauvaisis",,,,"[""Paris"",""Hotel_de_Soissons""]",,"[""Countess of Soissons"",""suo jure""]",,,French countess,1644,Charles Count of Soissons,1577,Gaillon,,,1644-06-17,1577-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_de_Mortimer,,,"[""Roger Mortimer 4th Earl of March"",""Alianore Holland Countess of March""]",,,Countess of Cambridge,,County Westmeath,,,Richard of Conisburgh 3rd Earl of Cambridge,,,,,1411-09-22,1390-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne_de_Mowbray,_8th_Countess_of_Norfolk",,John de Mowbray 4th Duke of Norfolk,"[""John de Mowbray 4th Duke of Norfolk"",""Elizabeth Talbot Duchess of Norfolk""]","[""Greenwich"",""Greater London""]",,Duchess of York; Duchess of Norfolk,,"[""Suffolk"",""Framlingham Castle""]",,,Richard of Shrewsbury Duke of York,,Westminster Abbey,,,1481-11-19,1472-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_de_Rohan-Chabot,,,"[""Marguerite Duchess of Rohan"",""Henri Chabot""]","[""Paris"",""Hôtel de Soubise"",""France""]",,Princess of Soubise,,,French princess,1709,François Prince of Soubise,1648,,,,1709-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Austria,1615,,"[""Philip III of Spain"",""Margaret of Austria Queen of Spain""]","[""Paris"",""France""]",,,1615,"[""Spain"",""Valladolid""]",,,Louis XIII of France,,,,,1666-01-20,1601-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne_of_Austria,_Margravine_of_Brandenburg",1295,,"[""Albert I of Germany"",""Elizabeth of Carinthia Queen of Germany""]",Legnica,,,1327,Vienna,Habsburg royal,1327,"[""Henry VI the Good"",""Herman Margrave of Brandenburg-Salzwedel""]",1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne_of_Austria,_Queen_of_Poland",1592,,"[""Maria Anna of Bavaria (1551–1608)"",""Charles II Archduke of Austria""]","[""Poland"",""Warsaw""]",,,1598,"[""Graz"",""Austria""]",,,Sigismund III Vasa,,"[""Kraków"",""Poland"",""Wawel Cathedral""]",,,1598-02-10,1573-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Bavaria,1349,,Rudolf II Count Palatine of the Rhine,,,,1353,,Bohemian queen,1353,Charles IV Holy Roman Emperor,1329,,,,1353-02-02,1329-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Bohemia,1382,,"[""Charles IV Holy Roman Emperor"",""Elizabeth of Pomerania""]",Richmond Palace,,,1394,"[""Prague"",""Kingdom of Bohemia""]",,,Richard II of England,,Westminster Abbey,,,1394-06-07,1366-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne_of_Bohemia,_Duchess_of_Silesia",1238,,"[""Ottokar I of Bohemia"",""Constance of Hungary""]",,,,1241,,,,Henry II the Pious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Bohemia_(1290–1313),1307,,"[""Wenceslaus II of Bohemia"",""Judith of Habsburg""]","[""Carinthia"",""Austria""]",,,1310,"[""Bohemia"",""Czech Republic""]",Bohemian royal,1313,Henry of Bohemia,1290,,,,1313-09-03,1290-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Bohemia_and_Hungary,1531,,"[""Anne of Foix-Candale"",""Vladislaus II of Hungary""]","[""Bohemia"",""Prague""]",,,1547,"[""Hungary"",""Buda""]",,,Ferdinand I Holy Roman Emperor,,,,,1547-01-27,1503-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Brittany,1488,Francis II Duke of Brittany,"[""Francis II Duke of Brittany"",""Margaret of Foix""]","[""Blois"",""France""]",Claude of France,,,"[""Brittany"",""Nantes""]",,,"[""Maximilian I Holy Roman Emperor"",""Louis XII of France"",""Charles VIII of France""]",,,,,1514-01-09,1477-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Burgundy,,,"[""John the Fearless"",""Margaret of Bavaria""]","[""Paris"",""Tour Jean-sans-Peur""]",,Duchess of Bedford,,,,,John of Lancaster 1st Duke of Bedford,,"[""Paris"",""Dijon""]",,,1432-11-14,1404-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Cleves,1540,,"[""John III Duke of Cleves"",""Emma_Fletcher_III""]","[""Kingdom of England"",""Chelsea Manor""]",,,1540,"[""Holy Roman Empire"",""Düsseldorf"",""Berg (state)""]",,,Henry VIII of England,,,,,1557-07-16,1515-09-22,,,,,,84032165,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Cyprus,1440,,"[""Janus of Cyprus"",""Charlotte of Bourbon Queen of Cyprus""]","[""Geneva"",""Switzerland""]",,,1462,"[""Cyprus"",""Nicosia""]",Italian noble,1462,Louis Duke of Savoy,1418,,,,1462-11-11,1418-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Denmark,1589,,"[""Frederick II of Denmark"",""Sophie of Mecklenburg-Güstrow""]",Hampton Court Palace,,,1589,Skanderborg,,,James VI and I,,Westminster Abbey,,,1619-03-02,1574-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne_of_Denmark,_Electress_of_Saxony",1553,,"[""Christian III of Denmark"",""Dorothea of Saxe-Lauenburg""]",Dresden,,,1585,Haderslev,German noble,1585,Augustus Elector of Saxony,1532,,,,1585-10-01,1532-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_England_(1637–1640),,,"[""Charles I of England"",""Henrietta Maria of France""]","[""London"",""Richmond Palace""]",,,,"[""London"",""St James's Palace""]",,,,,"[""London"",""Westminster Abbey""]",,,1640-11-05,1637-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Foix-Candale,1502,,"[""Catherine of Foix Countess of Candale"",""Gaston de Foix Count of Candale""]","[""Hungary"",""Buda""]",,Queen consort of Bohemia and Hungary,1506,,,,Vladislaus II of Hungary,,,,,1506-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_France,,,"[""Louis XI of France"",""Charlotte of Savoy""]","[""Allier"",""Bourbonnais""]",,Duchess of Bourbon,,Duchy of Brabant,,,Peter II Duke of Bourbon,,,,,1522-11-14,1461-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Gloucester,,,"[""Thomas of Woodstock 1st Duke of Gloucester"",""Eleanor de Bohun""]","[""Gloucestershire"",""Gloucester""]",,"[""Countess of Stafford"",""Countess of Eu""]",,,,,"[""Edmund Stafford 5th Earl of Stafford"",""William Bourchier 1st Count of Eu""]",,"[""Monmouthshire"",""Llanthony Priory""]",,,1438-10-16,1383-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne_of_Kiev,1051,,"[""Yaroslav the Wise"",""Ingegerd Olofsdotter of Sweden""]",,,,1060,"[""Ukraine"",""Kiev""]",,,Henry I of France,,,,,1075-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anne_of_York,_Duchess_of_Exeter",,,"[""Richard of York 3rd Duke of York"",""Cecily Neville Duchess of York""]",,,Duchess of Exeter,,"[""Northamptonshire"",""Fotheringhay""]",Duchess of York second child of Richard Plantagenet 3rd Duke of York and Cecily Neville.,1476,"[""Thomas St. Leger"",""Henry Holland 3rd Duke of Exeter""]",1439,"[""Windsor Berkshire"",""St George's Chapel Windsor Castle""]",,,1476-01-14,1439-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
